Monthly Rent,Location,Bedrooms,Bathrooms,Receptions,Description,Nearest Station,Distance (miles),Long Description,Available,Link
1990.0,"City Road, Islington EC1V",1.0,1.0,,1 bed flat ,Angel,0.4 ,"Discover the best of London, with this one-bedroom Islington apartment with views over the city. It’ll be easy to simply show up and start living in this fashionably Blueground furnished apartment.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56145968
2817.0,"Ludgate Broadway, London EC4V",2.0,2.0,1.0,2 bed flat ,City Thameslink,0.1 ,A spacious 2 bedroom 2 bathroom apartment in a development just moments from the heart of London City. This stylish property has an abundance of space and high ceilings giving a feel of luxury. There are 2 large double bedrooms with good (truncated),Available from  9th Sep 2020,https://www.zoopla.co.uk/to-rent/details/47761334
2990.0,"Park Road, Marylebone, St. John's Wood NW8",2.0,2.0,,2 bed flat ,London Marylebone,0.4 ,"Feel at home wherever you choose to live with Blueground. You’ll love this bright St. John's Wood furnished two-bedroom apartment with fully equipped kitchen. Ideally located, you’re close to all the best that London has to offer!",Available from 15th Nov 2020,https://www.zoopla.co.uk/to-rent/details/56145952
2058.0,"Homer Street, London W1H",2.0,,2.0,2 bed flat ,Edgware Road Circle,0.1 ,"About The Property Amazing location. Stunning spacious refurbished 2 double bedroom flat, under 1 minute walk from Baker Street tube. Wood flooring, high ceilings, period features. Large lounge, open plan modern fully fitted kitchen, modern bathroom, ...",,https://www.zoopla.co.uk/to-rent/details/56145951
2492.0,"The Atlas Building, London EC1V",1.0,1.0,1.0,1 bed flat ,Angel,0.4 ,"A 14th floor 1 bedroom apartment in the sought after Atlas Building, Old Street, EC1. The development offers top of the range amenities which includes pool, spa, gymnasium, private cinema room, resident’s only business lounge and 24 hour concierge.",Available from  8th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56145946
2990.0,"Principal Place, Shoreditch EC2A",1.0,1.0,,1 bed flat ,Shoreditch High Street,0.2 ,"Feel at home wherever you choose to live with Blueground. You’ll love this cheery Shoreditch furnished one-bedroom apartment with its modern decor, fully equipped kitchen, and lovely living room with great balcony views.",Available from 17th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56145936
1408.0,"Draycott Place, London SW3",1.0,1.0,1.0,1 bed flat ,Sloane Square,0.3 ,"A well presented lower ground floor flat in this period building in the heart of Chelsea. The property consists of one double bedroom, one bathroom, reception room with wooden flooring and a fully fitted kitchen. Draycott Place is close to an ...",Available from  9th Nov 2020,https://www.zoopla.co.uk/to-rent/details/56145880
2275.0,"The Heron, London EC2Y",,1.0,1.0,Studio ,Moorgate,0.0 ,"A stunning West facing Galley suite in the luxurious Heron development. This luxury apartment offers a well sized reception area with West facing balcony, partitioned sleeping area with a desk / working space, open plan kitchen with Miele appliances, ...",Available from 15th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56145857
2383.0,"Goldsmiths Row, London E2",2.0,2.0,1.0,2 bed flat ,Cambridge Heath,0.4 ,"A 2 bedroom apartment in the latest phase of the sought after Mettle & Poise, ideally located for Hoxton, Hackney and Haggerston. The property boasts approximately 784 sq ft of living space and comprises 2 double bedrooms with fitted wardrobes to ...",Available from 18th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56145822
1850.0,"Opal Street, London SE11",3.0,1.0,1.0,3 bed maisonette ,Kennington,0.2 ,"Purplebricks are delighted to welcome onto the market, this huge three double bedroom maisonette within walking distance of Kennington and Elephant and Castle Tube stations. Offering an abundance of space throughout, this light and airy property is ...",Available from 19th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56145587
1452.0,"Balls Pond Road, Islington Dalston Canonbury, London N1",1.0,1.0,1.0,1 bed flat ,Dalston Junction,0.2 ,"Modern one bedroom flat with a terrace to rent in immaculate condition moments from Upper Street, Canonbury and the vast array of amenities of Kingsland Road. The property comprises hard wooden floors throughout, fully integrated modern kitchen, ...",Available from 30th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56145567
1712.0,"Great Titchfield Street, London W1W",1.0,1.0,1.0,1 bed flat ,Great Portland Street,0.2 ,A beautifully presented 1 bedroom flat situated on the 4th floor of this attractive period property. The flat has recently been the subject of a comprehensive refurbishment and offers bright and very well appointed living space. The reception (truncated),Available immediately,https://www.zoopla.co.uk/to-rent/details/56145559
1387.0,"Balls Pond Road, Islington Dalston Canonbury, London N1",1.0,1.0,1.0,1 bed flat ,Dalston Junction,0.2 ,"Modern one bedroom flat in to rent moments from Upper Street, Canonbury and the vast array of amenities of Kingsland Road. Set on the first floor the property comprises wooden floors throughout, open plan reception room, modern bathroom and spacious ...",Available from 30th Sep 2020,https://www.zoopla.co.uk/to-rent/details/48524890
3900.0,"Devereux Court, London WC2R",3.0,3.0,,3 bed flat ,Temple,0.1 ,"A lovely London 100 square meters, 3-bedroom flat located on the 1st floor with a lift.",Available from 21st Sep 2020,https://www.zoopla.co.uk/to-rent/details/56145555
1950.0,"Printers Inn Ct, London EC4A",1.0,1.0,,1 bed flat ,Chancery Lane,0.1 ,"A lovely London 45 square meters, 1-bedroom flat located on the 3rd floor without a lift.",Available from 12th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56145544
3934.0,"Vallance Road, London E1",5.0,3.0,2.0,5 bed semi-detached house ,Whitechapel,0.2 ,"Offering 5 double bedrooms, this excellent terraced House has been finished to a good contemporary standard, with a huge open plan sleek kitchen/diner, 2 receptions and 3 bathrooms, parking spaces and a private Garden. Close to Spitalfields and ...",,https://www.zoopla.co.uk/to-rent/details/56145526
1800.0,"Cressy Houses, Hannibal Road, London E1",2.0,1.0,1.0,2 bed flat ,Whitechapel,0.2 ,"Set on the 1st floor, this 2 bedroom apartment boasts stunning accommodation including a large open-plan reception room, a contemporary kitchen and lovely double and single bedrooms and includes bills.",,https://www.zoopla.co.uk/to-rent/details/56145541
2700.0,"Flat, Doros House, Cambridge Heath Road, London E1",3.0,2.0,1.0,3 bed flat ,Whitechapel,0.2 ,"This Incredibly spacious 3 bedroom apartment boasts stunning accommodation floor-to-cieling windows, a large open-plan reception room with a private south-facing terrace and 3 double bedrooms, Located moments from Bethnal Green and Bills Included!",,https://www.zoopla.co.uk/to-rent/details/56145519
1410.0,"Baltic Place, London N1",1.0,1.0,1.0,1 bed flat ,Haggerston,0.2 ,"Situated on the popular Kingsland road, this excellent 1 bedroom flat offers light and airy living space with spacious interiors and neutral décor throughout. Set within easy reach of Regent's Canal and the restaurants and market stalls along Broadway ...",,https://www.zoopla.co.uk/to-rent/details/56145531
2550.0,"Casson Square, London SE1",,1.0,,Studio ,Lambeth North,0.1 ,"A simply spectacular landmark building, arranged over 36 floors presents this fabulous Manhattan style apartment, with open-plan living and an incredible location beside the London Eye and offering a world-class spa and gym facilities.",,https://www.zoopla.co.uk/to-rent/details/56145536
4420.0,"Hill Street, London W1J",2.0,1.0,1.0,2 bed flat ,Green Park,0.3 ,"This Stunning 2 bedroom apartment located in the heart of London's fashionable Mayfair that benefits from a porter, video entry system and within a short distance of London's great attractions Hyde Park and Green Park.",,https://www.zoopla.co.uk/to-rent/details/56145525
3445.0,"Merchant Square East, London W2",2.0,2.0,1.0,2 bed flat ,Edgware Road Bakerloo,0.1 ,"Beautiful 2 bedroom apartment set within the heart of Paddington Basin that offers eye-catching Views over the Grand Union Canal and London, also easy access to West End Quay.",,https://www.zoopla.co.uk/to-rent/details/56145530
2448.0,"Thornes House, Charles Clowes Walk, London SW11",1.0,1.0,1.0,1 bed flat ,Pimlico,0.5 ,"An impressive interior designed 552 Sq Ft one-bedroom, one-bathroom apartment located in Thornes House forming part of The Residence Collection in Nine Elms on London's iconic South Bank.",,https://www.zoopla.co.uk/to-rent/details/56145537
4875.0,"Thornes House, Charles Clowes Walk, London SW11",3.0,2.0,1.0,3 bed flat ,Pimlico,0.5 ,"An impressive interior designed 1,123 Sq Ft three double-bedroom, two-bathroom apartment located in Thornes House forming part of The Residence Collection in Nine Elms on London's iconic South Bank.",,https://www.zoopla.co.uk/to-rent/details/56145508
2058.0,"Whitechapel Road, London E1",2.0,2.0,1.0,2 bed flat ,Whitechapel,0.3 ,"Stunning 2 bedroom apartment situated in the Whitechapel. Which Offers its great location being within minutes of Aldgate Station and the city which offers a wide range of shops, trendy bars and posh restaurants.",,https://www.zoopla.co.uk/to-rent/details/56145516
3900.0,"Hill Street, London W1J",2.0,1.0,1.0,2 bed flat ,Green Park,0.3 ,"Wonderful 2 bedroom apartment located in the High-end Mayfair that offers stunning views over Hay's Mews, a porter, video entry system and located very close to London's parks Hyde Park and Green Park.",,https://www.zoopla.co.uk/to-rent/details/56145521
2850.0,"Flat, Doros House, Cambridge Heath Road, London E1",3.0,2.0,1.0,3 bed flat ,Whitechapel,0.2 ,"This stunning 3 bedroom former brewery conversion found moments from Whitechapel boasts huge open-plan reception room with wooden floors and open-plan modern kitchen, private terrace and master bedroom with en suite and bills included!",,https://www.zoopla.co.uk/to-rent/details/56145528
1750.0,"Flat, - Bacon Street, London E2",1.0,1.0,1.0,1 bed flat ,Shoreditch High Street,0.2 ,"This fantastic 1 bedroom, ground floor flat boasts a private patio, stylish and modern interiors and a fantastic location just off Brick Lane in the heart of Shoreditch.",,https://www.zoopla.co.uk/to-rent/details/56145538
9533.0,"Thornes House, Charles Clowes Walk, London SW11",3.0,3.0,1.0,3 bed flat ,Pimlico,0.5 ,"An impressive interior designed 1,715 Sqft three double-bedroom, two-bathroom air-conditioned apartment located in Thornes House forming part of The Residence Collection in Nine Elms on London's iconic South Bank.",,https://www.zoopla.co.uk/to-rent/details/56145497
2535.0,"Thornes House, Charles Clowes Walk, London SW11",1.0,1.0,1.0,1 bed flat ,Pimlico,0.5 ,"Set on the 2nd floor of Thornes House, this superb 2 bedroom luxury apartment offers a Private Balcony, open plan kitchen and views to the east.",,https://www.zoopla.co.uk/to-rent/details/56145529
7150.0,"Merchant Square East, London W2",3.0,2.0,1.0,3 bed flat ,Edgware Road Bakerloo,0.1 ,"Stunning well designed 3 bedroom apartment with water views located in the heart of the Paddington Basin and very close to the well known West End Quay. The apartment benefits from 24-hour concierge, lift service, CCTV and secure underground parking.",,https://www.zoopla.co.uk/to-rent/details/56145542
3575.0,"Thornes House, Charles Clowes Walk, London SW11",2.0,1.0,2.0,2 bed flat ,Pimlico,0.5 ,"Arranged on the 4th floor of a sought after, portered building with Lift and Concierge this wonderfully arranged 2 bedroom apartment boast a private Balcony, 2 bathrooms and an open plan kitchen.",,https://www.zoopla.co.uk/to-rent/details/56145509
4203.0,"Hill Street, London W1J",2.0,2.0,1.0,2 bed flat ,Green Park,0.3 ,"This 2 bedroom apartment located in the heart of London's fashionable Mayfair that benefits from a porter, video entry system and within short distance of 2 of London's great attractions Hyde Park and Green Park.",,https://www.zoopla.co.uk/to-rent/details/56145515
4767.0,"Fulham Road, London SW3",2.0,2.0,1.0,2 bed flat ,South Kensington,0.2 ,"This luxury 2 double bedroom apartment is set in a quiet, modern ported building, located in the heart of Chelsea. That benefits from a porter, video entry system and excellent transport links.",,https://www.zoopla.co.uk/to-rent/details/56145523
4550.0,"Merchant Square East, London W2",3.0,2.0,1.0,3 bed flat ,Edgware Road Bakerloo,0.1 ,Beautiful 3 bedroom apartment in the heart of Paddington with wonderful Views over the Grand Union Canal.,,https://www.zoopla.co.uk/to-rent/details/56145491
1993.0,"Abbey Orchard Street, London SW1P",,1.0,1.0,Studio ,St. James's Park,0.1 ,"A trendy studio apartment in the heart of Westminster. Well designed studio throughout. The building offers free wifi, available parking and laundry service.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56145493
2250.0,"Flat, - Bacon Street, London E2",2.0,2.0,1.0,2 bed flat ,Shoreditch High Street,0.2 ,"Located just moments from the fashionable restaurants, boutiques and cafes of Brick Lane, this contemporary and stylish 2 bedroom flat also enjoys a south-facing balcony to the rear and off-street parking is available.",,https://www.zoopla.co.uk/to-rent/details/56145498
